reviewText,sentiment
"I ordered 2 of these and 1 has already died...frozen up and canno, even physically make it spin.",0
Fish love it.,1
"We spent $50+ on a larger bed from PetCo that fit all 3 of our beagles (they like to sleep in a pile). Less than a month later, they had dug a hole through the top of the bed and pulled foam pieces out of the hole. The cover for that bed didn't come off, so there wasn't really any way to wash/repair it.
I had noticed a reviewer said something about if you have dogs that dig, this bed would be shredded. I would say that is based on your particular dog as none of our 3 (7 years, 5 years, and 1 year) have shredded this, they like the orthopedic foam, and have used it strictly for sleeping/snuggling/playing, but haven't dug a hole through the fabric in the 2 months that they've used it. It's not quite as large as I would like, but it's stood up better that the more expensive bed, so I can't complain.",1
I finally found a harness that is big enough for my Labrador and my German Sheperd! Pretty happy and satisfied!,1
I think a flow pump should last longer than 2 months..  Mine broke by going into reverse mode vacuum because of the reverse it detached itself from the side of the tank turning it into a wrecking ball for my fragile corals.. destroyed at least 2 expensive ones. Horrid return policy on amazon and now once again I'm stuck with garbage that breaks days outside of the return window.. these things are supposed to last years... Luckily amazon was kind enough to accept this return. thank you.,0
"Lt. Aldo Raines, a large, beautiful yellow lab can now go with me everywhere in the back of the new truck. Growing older had meant him not having a lot of trips off the property, leaving him depressed. Now he's back to being a very happy dog!",1
i used these every day for over a year and really didn't see where they helped. now i use 1 teaspoon twice a week of liquid cod liver oil and i can see a difference. my dogs hair is baby soft and not dry and shedding/falling out like before.,0
Works well. My dog usually inhales his food in 1 minute or less. This bowl slows him down considerably. It now takes him 4 to 5 minutes to eat his food. He's even starting to loose weight. ;),1
this is cool use it every day for years!,1
My dog loves this toy.  She can go thru a few of these in a day if we let her.  The only problem is that she figured out how to chew them off the toy in about 1 minute.  So we tend to go thru a lot of them.,1
Makes scooping much easier.,1
Extension makes walking the two dogs easy.,1
"This bed was great-looking, my dog loved it...until I had to wash the cover.  Under gentle, the patchwork all came apart.  What dog bed does NOT have to be washed???  She's now lying on the inside part & is just as happy.  Me, not so much.",0
my cat love these!,1
I sprayed this on a cat toy which was suppose to have catnip inside.  They still would not play with it.  Sniffed it a couple of times and walked away.  I guess it's not very strong.,0
Came here on time but didn't work had to send back,0
I read the reviews and the questions before buying the X-Large to make sure an ENTIRE 37.5 lb. bag of kibble would fit.  They said it would take up to a 40 lb bag. so I bought it.  I spent 139.00 only to have yet another container that doesn't hold the entire bag.  So bummed.  (Purina Pro Plan),0
"Dog completely destroyed this in about 15 minutes.  If you dog is easy on beds this is ok but if they like to chew, avoid, avoid, avoid.",0
"I specifically bought this item because it came with a free PINK bag dispenser. the dispenser is a twist to close and easily clips to my leash or flash light. the bags are strong. I have not have one rip yet and I grab whatever is underneath the poo too! Super fast shipping, when I run out I will definitely buy more!",1
Great dwarf hamster and rabbit bedding.  We've used it for both and love it.,1
My cats love these greenies. Good price. No complaints.,1
